"state","solution_level","total_fw_kg_per_capita","likely_fw_baseline_low_kg_per_capita","likely_fw_baseline_high_kg_per_capita","likely_fw_alternative_low_kg_per_capita","likely_fw_alternative_high_kg_per_capita","likely_fw_baseline_mean_kg_per_capita","likely_fw_alternative_mean_kg_per_capita"
"DE","All",168.314762402852,12.0942279347442,24.1884558694884,14.3927000395087,28.7854000790174,18.1413419021163,21.5890500592631
"FL","All",197.4061623324,15.2850686697375,30.5701373394749,16.3535230801772,32.7070461603544,22.9276030046062,24.5302846202658
"GA","All",170.295851218654,11.5823621595323,23.1647243190646,12.7323657854734,25.4647315709467,17.3735432392984,19.0985486782101
"HI","All",137.871701036914,9.90589667542091,19.8117933508418,10.6156758255343,21.2313516510687,14.8588450131314,15.9235137383015
"ID","All",117.13695206137,22.9852856544675,45.9705713089349,26.929174605438,53.858349210876,34.4779284817012,40.393761908157
"IL","All",151.911065281006,11.6970905556008,23.3941811112015,12.450599479797,24.9011989595939,17.5456358334011,18.6758992196954
"IN","All",176.383768731863,16.1022502777968,32.2045005555937,18.2394916786089,36.4789833572178,24.1533754166952,27.3592375179134
"IA","All",171.943144405627,23.1162113792873,46.2324227585746,25.5045162269349,51.0090324538698,34.674317068931,38.2567743404023
"KS","All",171.952909062627,13.1962821972157,26.3925643944313,15.1649966838821,30.3299933677642,19.7944232958235,22.7474950258231
"KY","All",183.863286569116,12.3565054016616,24.7130108033231,13.229433196291,26.4588663925819,18.5347581024924,19.8441497944364
"LA","All",171.819444419577,17.3049215670259,34.6098431340519,18.097327404433,36.1946548088659,25.9573823505389,27.1459911066494
"ME","All",198.36456105782,17.3672875113745,34.7345750227489,20.2765845695808,40.5531691391615,26.0509312670617,30.4148768543711
"MD","All",158.954195262658,19.7612069803044,39.5224139606088,20.7361757258026,41.4723514516052,29.6418104704566,31.1042635887039
"MA","All",182.294102926263,31.9843828957271,63.9687657914541,33.4009235417837,66.8018470835674,47.9765743435906,50.1013853126756
"MI","All",154.841484526464,14.9599511603514,29.9199023207027,16.215260125815,32.4305202516301,22.4399267405271,24.3228901887225
"MN","All",143.032600792904,20.9770446331924,41.9540892663848,22.7869278615339,45.5738557230678,31.4655669497886,34.1803917923008
"MS","All",165.86454507383,11.9527547568629,23.9055095137258,14.138833364071,28.277666728142,17.9291321352943,21.2082500461065
"MO","All",163.022906327793,16.5471406140117,33.0942812280234,18.6074391587861,37.2148783175722,24.8207109210176,27.9111587381792
"MT","All",123.701361527697,8.14217929563319,16.2843585912664,8.73222692435525,17.4644538487105,12.2132689434498,13.0983403865329
"NE","All",165.607884552066,21.3042427251709,42.6084854503418,23.7417913347527,47.4835826695054,31.9563640877564,35.612687002129
"NV","All",202.78665460702,13.2516394444508,26.5032788889016,13.9655003628816,27.9310007257631,19.8774591666762,20.9482505443223
"NH","All",243.964308905246,27.688674372877,55.3773487457539,28.8426178008668,57.6852356017337,41.5330115593155,43.2639267013003
"NJ","All",149.521944590418,19.8385533318675,39.677106663735,20.8774657401178,41.7549314802356,29.7578299978012,31.3161986101767
"NM","All",180.329653796107,15.8477772049552,31.6955544099103,16.6213408713097,33.2426817426194,23.7716658074327,24.9320113069646
"NY","All",113.771399003,19.4940497104371,38.9880994208742,20.6763758805698,41.3527517611396,29.2410745656556,31.0145638208547
"NC","All",179.004175521484,14.8164009369864,29.6328018739729,17.3459816246605,34.6919632493209,22.2246014054796,26.0189724369907
"ND","All",167.502927065277,27.8539487555739,55.7078975111477,30.9901345340643,61.9802690681287,41.7809231333608,46.4852018010965
"OH","All",168.034297031321,15.7602703575131,31.5205407150262,17.8086522192336,35.6173044384671,23.6404055362696,26.7129783288503
"OK","All",161.797076877266,11.4584868565612,22.9169737131224,13.3025518529817,26.6051037059634,17.1877302848418,19.9538277794725
"OR","All",134.497386372622,14.2086089346929,28.4172178693857,16.9678044665178,33.9356089330357,21.3129134020393,25.4517066997767
"PA","All",153.420017585456,13.0916337937592,26.1832675875184,14.0541159933466,28.1082319866932,19.6374506906388,21.0811739900199
"RI","All",141.664352846524,17.556590807007,35.113181614014,18.3893555853209,36.7787111706418,26.3348862105105,27.5840333779814
"SC","All",176.776918740949,12.5987635440224,25.1975270880447,14.9573045929268,29.9146091858536,18.8981453160335,22.4359568893902
"SD","All",162.09247021231,23.3272999145054,46.6545998290109,24.1272716976157,48.2545433952314,34.9909498717582,36.1909075464235
"TN","All",181.701806162382,25.2800168907568,50.5600337815136,26.2412009902416,52.4824019804833,37.9200253361352,39.3618014853625
"TX","All",134.529397017561,9.84265977789562,19.6853195557912,11.2959906166735,22.591981233347,14.7639896668434,16.9439859250103
"UT","All",135.901126382788,17.325774324269,34.6515486485379,18.7878423514991,37.5756847029981,25.9886614864034,28.1817635272486
"VT","All",147.350845432453,55.3158573848534,110.631714769707,56.469252296274,112.938504592548,82.97378607728,84.703878444411
"VA","All",189.558001619976,13.4543773684162,26.9087547368324,14.6305892931302,29.2611785862603,20.1815660526243,21.9458839396952
"WA","All",132.755153969902,24.5149297955661,49.0298595911322,31.2962766154887,62.5925532309774,36.7723946933492,46.944414923233
"WV","All",171.038999391408,12.1181398480638,24.2362796961275,14.2957835365354,28.5915670730708,18.1772097720957,21.4436753048031
"WI","All",141.351917637506,26.8850091295365,53.770018259073,28.1829422645453,56.3658845290906,40.3275136943047,42.274413396818
"WY","All",188.488208038034,12.3528053482708,24.7056106965415,14.3709868767039,28.7419737534078,18.5292080224061,21.5564803150559
"AL","Updated",164.126892524382,1.29706925102827,2.59413850205654,1.96343496191467,3.92686992382934,1.94560387654241,2.945152442872
"AK","Updated",147.908181520632,2.06164980202308,4.12329960404617,3.73607368893602,7.47214737787203,3.09247470303463,5.60411053340403
"AZ","Updated",464.913100434049,16.9536297609584,33.9072595219168,26.8225682997656,53.6451365995312,25.4304446414376,40.2338524496484
"AR","Updated",77.5110587588388,1.32564472735388,2.65128945470776,2.24806740167236,4.49613480334471,1.98846709103082,3.37210110250853
"CA","Updated",133.734612950783,11.6688730042886,23.3377460085771,17.8422369633216,35.6844739266432,17.5033095064329,26.7633554449824
"CO","Updated",199.263336257828,3.19412127391927,6.38824254783853,3.96386017179456,7.92772034358911,4.7911819108789,5.94579025769184
"CT","Updated",160.824023989477,2.87850429314283,5.75700858628566,4.53216343470964,9.06432686941927,4.31775643971425,6.79824515206445
"DE","Updated",168.314762402852,2.63187432407261,5.26374864814522,4.82159167687766,9.64318335375532,3.94781148610892,7.23238751531649
"FL","Updated",197.4061623324,4.03695763870842,8.07391527741684,4.97207386263756,9.94414772527512,6.05543645806263,7.45811079395634
"GA","Updated",170.295851218654,1.9178432021676,3.83568640433521,2.97157858387995,5.9431571677599,2.87676480325141,4.45736787581993
"HI","Updated",137.871701036914,2.4757208510977,4.9514417021954,3.04297795691993,6.08595591383985,3.71358127664655,4.56446693537989
"ID","Updated",117.13695206137,6.66808136283575,13.3361627256715,10.951107630412,21.9022152608241,10.0021220442536,16.4266614456181
"IL","Updated",151.911065281006,1.76119839432327,3.52239678864654,2.43838992197231,4.87677984394462,2.64179759148491,3.65758488295847
"IN","Updated",176.383768731863,5.44993409724988,10.8998681944998,7.49351540057719,14.9870308011544,8.17490114587481,11.2402731008658
"IA","Updated",171.943144405627,9.06548899599377,18.1309779919875,11.424901550854,22.8498031017079,13.5982334939907,17.137352326281
"KS","Updated",171.952909062627,2.65425340295797,5.30850680591594,4.54011400700398,9.08022801400797,3.98138010443695,6.81017101050598
"KY","Updated",183.863286569116,1.80484225652061,3.60968451304121,2.57420137034814,5.14840274069628,2.70726338478091,3.86130205552221
"LA","Updated",171.819444419577,2.77980069960101,5.55960139920203,3.46960331212931,6.93920662425862,4.16970104940152,5.20440496819396
"ME","Updated",198.36456105782,5.25496763415046,10.5099352683009,8.06924103525055,16.1384820705011,7.88245145122569,12.1038615528758
"MD","Updated",158.954195262658,2.57138098816565,5.1427619763313,3.3107604704753,6.6215209409506,3.85707148224847,4.96614070571295
"MA","Updated",182.294102926263,1.88200966403857,3.76401932807713,2.78314535665356,5.56629071330712,2.82301449605785,4.17471803498034
"MI","Updated",154.841484526464,4.98334750449649,9.96669500899297,6.15780274080826,12.3156054816165,7.47502125674473,9.23670411121238
"MN","Updated",143.032600792904,8.16811233486232,16.3362246697246,9.93453056622994,19.8690611324599,12.2521685022935,14.9017958493449
"MS","Updated",165.86454507383,2.58886741793016,5.17773483586033,4.68924018049854,9.37848036099708,3.88330112689524,7.03386027074781
"MO","Updated",163.022906327793,5.59907219271711,11.1981443854342,7.59000481619421,15.1800096323884,8.39860828907566,11.3850072242913
"MT","Updated",123.701361527697,1.06181433572387,2.12362867144773,1.59327486715078,3.18654973430157,1.5927215035858,2.38991230072618
"NE","Updated",165.607884552066,9.15085115723303,18.3017023144661,11.5582473163424,23.1164946326848,13.7262767358495,17.3373709745136
"NV","Updated",202.78665460702,2.51206077713497,5.02412155426994,3.0734689949889,6.1469379899778,3.76809116570246,4.61020349248335
"NH","Updated",243.964308905246,2.07252803488992,4.14505606977984,2.75052630929663,5.50105261859327,3.10879205233488,4.12578946394495
"NJ","Updated",149.521944590418,2.66537447958293,5.33074895916586,3.4580474064692,6.9160948129384,3.9980617193744,5.1870711097038
"NM","Updated",180.329653796107,4.65727704397521,9.31455408795042,5.29294012865446,10.5858802573089,6.98591556596282,7.93941019298169
"NY","Updated",113.771399003,5.31142129371483,10.6228425874297,6.35775772768266,12.7155154553653,7.96713194057224,9.53663659152398
"NC","Updated",179.004175521484,4.74590229527409,9.49180459054818,7.15922379027875,14.3184475805575,7.11885344291113,10.7388356854181
"ND","Updated",167.502927065277,6.90521843036768,13.8104368607354,10.1580518264041,20.3161036528082,10.3578276455515,15.2370777396062
"OH","Updated",168.034297031321,5.54627860353624,11.0925572070725,7.50709099134391,15.0141819826878,8.31941790530436,11.2606364870159
"OK","Updated",161.797076877266,2.28332704039996,4.56665408079991,4.04168986500205,8.0833797300041,3.42499056059994,6.06253479750308
"OR","Updated",134.497386372622,4.43679600072928,8.87359200145856,7.16822015927787,14.3364403185557,6.65519400109392,10.7523302389168
"PA","Updated",153.420017585456,3.98131067649428,7.96262135298856,4.85815265079533,9.71630530159066,5.97196601474142,7.287228976193
"RI","Updated",141.664352846524,1.97506722410294,3.95013444820587,2.55563610853679,5.11127221707358,2.9626008361544,3.83345416280518
"SC","Updated",176.776918740949,2.8683998054073,5.73679961081461,5.10823301102078,10.2164660220416,4.30259970811095,7.66234951653117
"SD","Updated",162.09247021231,11.4990424004242,22.9980848008483,12.2042686980301,24.4085373960601,17.2485636006362,18.3064030470451
"TN","Updated",181.701806162382,3.52537183728537,7.05074367457074,4.27935164423303,8.55870328846606,5.28805775592806,6.41902746634955
"TX","Updated",134.529397017561,1.95734039396319,3.91468078792638,3.3303402094563,6.6606804189126,2.93601059094479,4.99551031418445
"UT","Updated",135.901126382788,8.19529690330824,16.3905938066165,9.56712395846841,19.1342479169368,12.2929453549624,14.3506859377026
"VT","Updated",147.350845432453,1.8935111182669,3.78702223653379,2.53987412175805,5.0797482435161,2.84026667740034,3.80981118263707
"VA","Updated",189.558001619976,3.08653126678013,6.17306253356026,4.12748467572968,8.25496935145937,4.62979690017019,6.19122701359453
"WA","Updated",132.755153969902,12.5092290135108,25.0184580270216,19.3284525356711,38.6569050713422,18.7638435202662,28.9926788035067
"WV","Updated",171.038999391408,2.97173136469189,5.94346272938378,5.04674020499128,10.0934804099826,4.45759704703784,7.57011030748692
"WI","Updated",141.351917637506,5.59521666757933,11.1904333351587,6.88155298362293,13.7631059672459,8.392825001369,10.3223294754344
"WY","Updated",188.488208038034,2.45859585405354,4.91719170810708,4.32980595691122,8.65961191382243,3.68789378108031,6.49470893536683
